dose,time,canonical_smiles
10.0,24,COCC1OC(=O)c2coc3c2C1(C)C1=C(C2CCC(=O)C2(C)CC1OC(C)=O)C3=O
10.0,24,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1
10.0,24,CC(=O)OCC1=C(N2C(SC1)[C@H](N)C2=O)C(O)=O
10.0,24,COC1CC(CC(C)C2CC(=O)C(C)\C=C(C)\C(O)C(OC)C(=O)C(C)CC(C)\C=C\C=C\C=C(C)\C(CC3CCC(C)C(O)(O3)C(=O)C(=O)N3CCCCC3C(=O)O2)OC)CCC1O
10.0,24,NC(C(O)=O)c1ccc(C(O)=O)c(O)c1
10.0,24,CCCCCCCCCCCCCCCC(=O)OCC(O)CO
10.0,24,CC(=O)O[C@@H]1C2=C(C)[C@@H](O)C[C@@](O)([C@@H](OC(=O)c3ccccc3)C3[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C1=O)OC(C)=O)C2(C)C
10.0,24,COc1ccc2C3CCC4(C)C(O)[C@H](O)CC4C3CCc2c1
10.0,24,OC1c2ccccc2CCC\C1=C/C(O)=O
10.0,24,S=C(NC1CCCCC1)N2CCC(CC2)C3C=NC=N3
10.0,24,Cc1cc(sc1C(N)C(=O)O)C(=O)O
10.0,24,CCOC(=O)c1c(C)[nH]c2ccc3OC4N(CCc5cc(OC)ccc45)Cc3c12
10.0,24,C[C@]12CCC3C(CCc4cc(O)ccc34)C1CC[C@@H]2OC(=O)CCC1CCCC1
10.0,24,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12
10.0,24,O[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5OC1[C@]2(CCN3CC1CCC1)c45
10.0,24,CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1
10.0,24,O=C1N(C2CCC(=O)NC2=O)C(=O)c2ccccc12
10.0,24,NC(=O)c1ncn(C2O[C@H](CO)[C@@H](O)[C@H]2O)c1N
10.0,24,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1
10.0,24,CC(CNC1CCCCC1)OC(=O)c1ccccc1
10.0,24,Nc1nc(=O)c2nc(Br)n(C3OC4COP(=O)(O)OC4C3O)c2[nH]1
10.0,24,CCCCCCCCN1C(=O)C(=C(C)C1(C)O)C(=O)C
10.0,24,CCC(C)(C)N=C(NC#N)Nc1cccnc1
10.0,24,COc1ccc2[nH]cc(C3=CCNCC3)c2c1
10.0,24,CCCc1c(nn(c1-c1ccc(O)cc1)-c1ccc(O)cc1)-c1ccc(O)cc1
10.0,24,Fc1ccc(cc1)C(=O)C1CCN(CCn2c(=S)[nH]c3ccccc3c2=O)CC1
10.0,24,O=C(NCCCCN1CCOCC1)c2cc3ccccc3o2
10.0,24,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO
10.0,24,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C
10.0,24,Fc1ccc(cc1)C(CCCN1CCC(CC1)n1c2ccccc2[nH]c1=O)c1ccc(F)cc1
10.0,24,CC/C=C\C/C=C\C/C=C\CCCCCCCCCCCC(=O)O
10.0,24,CN1CCc2c(Cc3ccccc3CC1)[nH]c4ccccc24
10.0,24,OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1
10.0,24,Cc1cccc(Nc2cc(Cl)nc(SCC(O)=O)n2)c1C
10.0,24,CN1CCN(CCCC(=O)O[C@H]2[C@@H](O)[C@H]3C(C)(C)CC[C@H](O)[C@]3(C)[C@@]4(O)C(=O)C[C@@](C)(O[C@]24C)C=C)CC1
10.0,24,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1
10.0,24,COc1cc-2c(C[C@@H]3N(C)CCc4cc(O)c(OC)c2c34)cc1O
10.0,24,O=C(O[C@H]1Cc2c(OC(=O)c3ccccc3)cc(OC(=O)c4ccccc4)cc2O[C@@H]1c5ccc(OC(=O)c6ccccc6)c(OC(=O)c7ccccc7)c5)c8ccccc8
10.0,24,Clc1ccccc1CNCC2CCC(CNCc3ccccc3Cl)CC2
10.0,24,CC(=O)c1c(O)c(C)c(O)c(Cc2c(O)c(C(=O)/C=C/c3ccccc3)c4OC(C)(C)C=Cc4c2O)c1O
10.0,24,CC(=C)[C@H]1O[C@H]2CC[C@]3(C)[C@]4(C)[C@@H](CC[C@@]3(O)[C@@]52O[C@@H]5[C@H]1O)[C@@H]6OC(C)(C)[C@H]7C[C@@H]8C(=C)Cc9c(Cl)cc%10[nH]c4c6c%10c9[C@@]87O
10.0,24,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@]2(O)C#C
10.0,24,CCCCC[C@H](O)/C=C/[C@H]1C=CC(=O)[C@@H]1CCCCCCC(=O)O
10.0,24,C[C@@]12CC[C@H]3C(=CCc4cc(O)ccc34)[C@@H]2CCC1=O
10.0,24,CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC[C@@H](NC[C@@H](N)CS)C(C)C)C(=O)O
10.0,24,CCCCCCCNS(=O)(=O)c1cccc2c(Cl)cccc12
10.0,24,NC(=N)NCCNS(=O)(=O)c1cccc2cnccc12
10.0,24,CCCCC(=O)NCCc1c(Cc2ccccc2)[nH]c2ccccc12
10.0,24,OC(=O)Cc1cc2ccccc2nc1C(O)=O
10.0,24,COc1cc2OC[C@H]3Oc4c(ccc5oc(cc45)C(C)C)C(=O)[C@H]3c2cc1OC
10.0,24,CS(=O)(=O)c1ccc(cc1)-c1cc(Br)sc1-c1ccc(F)cc1
10.0,24,c1[nH]nc(c1-c1ccnc2ccccc12)-c1ccccn1
10.0,24,COc1cc2CC(C)(C)n3c(cc4nc5ccccc5nc34)-c2cc1OC
10.0,24,COc1ccc(cc1OC)-c1cc(=O)c2c(OC)c(OC)c(OC)c(OC)c2o1
10.0,24,BrC1C(Br)C(Br)C(Br)C(Br)C1Br
10.0,24,CC1(C)CCC(C)(C)c2cc(ccc12)C(=O)Nc1ccc(cc1)C(O)=O
10.0,24,CO[C@H]1CN(CCCOc2ccc(F)cc2)CC[C@H]1NC(=O)c1cc(Cl)c(N)cc1OC
10.0,24,Nc1cc(nc(N)[n+]1[O-])N1CCCCC1
10.0,24,CN(C)CCCN1c2ccccc2Sc2ccccc12
10.0,24,CC(=CCOc1c2occc2cc3ccc(=O)oc13)C
10.0,24,Clc1ccc(CN(CCCNC(=S)NCCCc2c[nH]cn2)c3ccc(Br)cn3)cc1Cl
10.0,24,CCOc1ccc(cc1)c2nc3cc(ccc3[nH]2)c4nc5cc(ccc5[nH]4)N6CCN(C)CC6
10.0,24,CN(C)S(=O)(=O)c1ccc2Sc3ccccc3N(CCCN3CCN(C)CC3)c2c1
10.0,24,C(C#CCN1CCCC1)N1CCCC1
10.0,24,Cc1c[nH]c(=O)n(CCCN2CCN(CC2)c2ccccc2OCC(F)(F)F)c1=O
10.0,24,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1
10.0,24,NC(=O)NN=Cc1ccc(Oc2ccc(F)cc2)cc1
10.0,24,C(CNc1nc2ccccc2s1)COc1cccc(CN2CCCCC2)c1
10.0,24,Fc1ccc(cc1)N1CCN(CCCN2c3cccc4cccc(c34)S2(=O)=O)CC1
10.0,24,NC(=O)c1ccc(cc1)-c1nc(c([nH]1)-c1ccccn1)-c1ccc2OCCOc2c1
10.0,24,CC(=O)O[C@H]1[C@@H](O)[C@H]2C(C)(C)CC[C@H](O)[C@]2(C)[C@@]2(O)C(=O)C[C@@](C)(O[C@]12C)C=C
10.0,24,CC[C@H]([C@H]1O[C@@](CC)(C[C@@H]1C)[C@H]2CC[C@](O)(CC)[C@H](C)O2)C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc3ccc(C)c(O)c3C(=O)O
10.0,24,COc1ccc2n(C(=O)c3cccc(Cl)c3Cl)c(C)c(CCN3CCOCC3)c2c1
10.0,24,CCCCC1C(=O)N(N(C1=O)c1ccccc1)c1ccccc1
10.0,24,CNC(=NC#N)NCCSCc1csc(N=C(N)N)n1
10.0,24,C[C@@H](NC(=O)/C(=C\c1ccc(O)c(O)c1)/C#N)c2ccccc2
10.0,24,O=c1[nH]c2ccccc2c3ccccc13
10.0,24,CC(=O)Oc1ccc(cc1)c2cc(=O)c3c(OC(=O)C)cc(OC(=O)C)cc3o2
10.0,24,N\C(Sc1ccc(N)cc1)=C(\C#N)c1ccccc1C(F)(F)F
10.0,24,Oc1ccc(C=C(C#N)C(=O)NCc2ccccc2)cc1O
10.0,24,CC1(C)[C@H](CC[C@@]2(C)[C@H]1CC[C@]3(C)[C@@H]2C(=O)C=C4[C@@H]5C[C@](C)(CC[C@]5(C)CC[C@]43C)C(=O)O)OC(=O)CCC(=O)O
10.0,24,CCc1ccc2c(nc(=O)n(CC)c2n1)-c1cccc(Cl)c1
10.0,24,Oc1ccc([N+][O-])c2cccnc12
10.0,24,CCCN1CCC[C@@H]2Cc3nc(N)ncc3C[C@@H]12
10.0,24,CCCN1CCc2cccc-3c2[C@H]1Cc4ccc(O)c(O)c43
10.0,24,OS(=O)(=O)c1cc(ccc1\C=C\c1ccc(cc1S(O)(=O)=O)N=C=S)N=C=S
10.0,24,O[C@@H]1CCCC[C@H]1N1CCC(CC1)c1ccccc1
10.0,24,COc1ccc(cc1)-n1nc(cc1-c1ccc(Cl)cc1)C(F)(F)F
10.0,24,CSc1cc2CCN(C(=O)Nc3cccnc3)c2cc1C(F)(F)F
10.0,24,CCc1c(ncc2[nH]c3cc(OC)c(OC)cc3c12)C(=O)OC
10.0,24,CC(C)Cc1ccc(cc1)[C@H](C)C(O)=O
10.0,24,CCC1(C)CC(=O)NC(=O)C1
10.0,24,Cc1ccc(cc1)S(=O)(=O)\C=C\C#N
10.0,24,CC(C)n1nnc2cc(ccc12)C(O)=O
10.0,24,C1CCN(CC1)C1(CCCCC1)c1cc2ccccc2s1
10.0,24,CN(C)CCCSc1ccccc1NC(=O)C=Cc2ccccc2
10.0,24,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC
10.0,24,COc1cccc(CCc2ccccc2OCC[C@@H]2C[C@@H](O)CN2C)c1
10.0,24,FC(F)(F)c1sc(cc1-c1ccccc1)-c1nc(no1)-c1cccc(c1)C(F)(F)F
10.0,24,Clc1cccc(NN=C(C#N)C#N)c1
10.0,24,CN1CCN(CC1)C2=Nc3cc(F)ccc3Cc4ccccc24
10.0,24,Cc1cc(c(O)c(C)c1CC1=NCCN1)C(C)(C)C
10.0,24,COc1cccc2c1cc([N+](=O)[O-])c3c(cc4OCOc4c23)C(=O)O
10.0,24,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1
10.0,24,C[C@H](NC(=O)C(=C\c1ccc(O)c(O)c1)\C#N)c1ccccc1
10.0,24,Oc1ccc(C(=O)\C=C\c2ccc(O)c(O)c2)c(O)c1
10.0,24,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1
10.0,24,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)C)C(=O)COC(=O)C
10.0,24,CC(=O)OCCNC(=O)c1cccnc1
10.0,24,CCCn1c(C)c(C(=O)c2cccc3ccccc23)c4ccccc14
10.0,24,CCCCC\C=C/C\C=C/C\C=C/CCCCC(O)=O
10.0,24,COc1cc(C)cc(OC)c1[C@@H]1C=C(C)CC[C@H]1C(C)=C
10.0,24,C[C@@]12[C@H](CC[C@]1(O)[C@@H]1CC[C@@H]3C[C@@H](O)CC[C@]3(C)[C@H]1C[C@H]2O)C1=CC(=O)OC1
10.0,24,CCN(c1ccccc1)c1cc(NC)[n+](C)c(C)n1
10.0,24,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@H]2CO[C@@H]1C2
10.0,24,N\C(Sc1ccccc1N)=C(C#N)/C(C#N)=C(\N)Sc1ccccc1N
10.0,24,CS(=O)(=O)Nc1ccc(Cc2noc(n2)-c2ccc3[nH]cc(CCN)c3c2)cc1
10.0,24,CCc1cccc(CC)c1N=C1NCCN1
10.0,24,COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@@H](C[C@]21C)c1ccoc1
10.0,24,COc1ccc(C=CC(=O)Nc2ccccc2C(=O)O)cc1OC
10.0,24,Nc1nc(NCCc2ccc(O)cc2)nc2nc(nn12)-c1ccco1
10.0,24,CNCC[C@@H](Oc1ccccc1C)c1ccccc1
10.0,24,OC(=O)[C@@H](Cc1ccc(O)c(O)c1)OC(=O)\C=C\c1ccc(O)c(O)c1
10.0,24,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(oc4cc(O)cc(O)c4c3=O)-c3ccc(O)c(O)c3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
10.0,24,CCN(CC)CCNC(=O)COc1ccc(OC)cc1
10.0,24,COc1cc(COc2cc(N)c(Cl)cc2C(=O)CCC2CCN(CCNS(C)(=O)=O)CC2)cc(OC)c1
10.0,24,Oc1ccc(Nc2nc(cs2)-c2ccc(Cl)cc2)cc1
10.0,24,CCCCCCCCCCCCCCCC(=O)NCCc1ccc(O)c(O)c1
10.0,24,O=c1cc(oc2c(cccc12)-c1ccccc1)N1CCNCC1
10.0,24,OC(=O)c1cc(ccc1O)N(Cc2ccccc2O)Cc3cc(O)ccc3O
10.0,24,COc1ccc(cc1)-c1oc2ccccc2c(=O)c1OC
10.0,24,COc1ccc(cc1)[C@@H]1Sc2ccccc2N(CCN(C)C)C(=O)[C@@H]1OC(C)=O
10.0,24,CC1=NN=C(c2ccc(N)cc2)c2cc3OCOc3cc2C1
10.0,24,COc1ccc(cc1)-c1cc(=O)c2c(OC)c(OC)c(OC)c(OC)c2o1
10.0,24,CNCCCC12CCC(c3ccccc13)c1ccccc21
10.0,24,COc1ccc(cc1)c2cc(=O)c3c(O)cc(O[C@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2
10.0,24,C(C1CCNCC1)c1c[nH]cn1
10.0,24,Oc1cc(O)cc(C=Cc2ccc(O)c(O)c2)c1
10.0,24,NC(=O)c1sc(cc1N)-c1ccsc1
10.0,24,CC(=CCCN1CCC(CC1)NC(=O)[C@@](O)(C2CCCC2)c3ccccc3)C
10.0,24,CCCN1CCC[C@@H]2Cc3n[nH]cc3C[C@@H]12
10.0,24,COc1ccc2[nH]c(cc2c1)C(=O)c1ccccc1
10.0,24,CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C)C(C)=O
10.0,24,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@@H]2C/C(=C\CCCC(=O)O)/C[C@H]12
10.0,24,COC(=O)c1cc2c(cn1)[nH]c3ccccc32
10.0,24,COc1ccc2[nH]cc(CCN)c2c1
10.0,24,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1
10.0,24,COc1c(C)c2COC(=O)c2c(O)c1CC=C(C)CCC(=O)O
10.0,24,Cc1ccc(cc1)c2cn3c4CCCCc4sc3n2
10.0,24,[O-][N+](=O)c1ccc(Cl)c(c1)C(=O)Nc1ccncc1
10.0,24,COc1ccc2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C#C)[C@@H]3CCc2c1
10.0,24,Cc1ccc(cc1)S(=O)(=O)NC(=O)NN1CCCCCC1
10.0,24,CC(C)(C(N)=N)\N=N\C(C)(C)C(N)=N
10.0,24,Fc1ccc(Nc2cc3C(=O)NC(=O)c3cc2Nc2ccc(F)cc2)cc1
10.0,24,COc1ccc2C[C@H]3N(C)CCc4cc(O)cc(c34)-c2c1O
10.0,24,COc1ccc2oc(-c3ccccc3)c(OC)c(=O)c2c1
10.0,24,Fc1ccc(cc1)C(OCCN1CCN(CCCc2ccccc2)CC1)c1ccc(F)cc1
10.0,24,CCn1c(=O)[nH]c2cc(Cl)c(Cl)cc12
10.0,24,Nc1nc[nH]n1
10.0,24,NC(=C(C#N)C#N)/C(=C/c1ccc2[nH]ccc2c1)/C#N
10.0,24,O=C1C=CC(=O)C2=C1C1c3ccccc3C2c2ccccc12
10.0,24,Cc1ccccc1NC(=N)Nc1ccccc1C
10.0,24,CC(C)Oc1cccc(c1)-n1c(CCc2c[nH]c3ccc(Br)cc23)nc2ccccc2c1=O
10.0,24,CCOC(=O)c1ncc2[nH]c3ccc(OCc4ccccc4)cc3c2c1COC
10.0,24,C(CN1CCN(CC=Cc2ccccc2)CC1)OC(c3ccccc3)c4ccccc4
10.0,24,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCc1ccc(O)c(OC)c1
10.0,24,CCCCNc1c(C(=O)OCC)c(C)nc2n(CC)ncc12
10.0,24,COC(=O)C=Cc1cccc(c1)N(Cc2ccc(cc2)c3ccc(cc3)N(C)C)C(=O)C4CCCCC4
10.0,24,Cc1ccc-2c(Cc3c(nn(c-23)-c2ccc(Cl)cc2Cl)C(=O)NC2CCCCC2)c1
10.0,24,CCOC(=O)/N=c\1/c[n+]([n-]o1)N2CCOCC2
10.0,24,Oc1ccc(Cl)cc1C(=O)Nc1ccc(cc1Cl)[N+]([O-])=O
10.0,24,C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1
10.0,24,[O-][N+](=O)c1cc(C(=O)NCC=C)c2nc(Nc3ccc(Cl)c(Cl)c3)[nH]c(=O)c2c1
10.0,24,CN(C)CCC=C1c2ccccc2COc3ccccc13
10.0,24,C1CC[C@@H](NC1)c2cccnc2
10.0,24,CN(C)CCN(C)CCc1ccc(Cl)c(Cl)c1
10.0,24,NC(=N)NC(=N)Nc1cccc(Cl)c1
10.0,24,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c1ccc(cc1)N(C)C
10.0,24,Cc1ccc(C=C2CNCC(=Cc3ccc(C)cc3)C2=O)cc1
10.0,24,CN(C)CCCN1c2ccccc2Sc2ccc(cc12)C(C)=O
10.0,24,C(c1c[nH]c2ccccc12)c1c[nH]c2ccccc12
10.0,24,COc1ccc(cc1O)[C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2
10.0,24,CN1CCc2cc(O)cc-3c2[C@H]1Cc4ccc(O)c(O)c43
10.0,24,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
10.0,24,CC(=O)c1c(O)c(C)c(O)c(Cc2c(O)c(C(=O)C=Cc3ccccc3)c4OC(C)(C)C=Cc4c2O)c1O
10.0,24,COc1cc(C)nn1-c1nc(C)cc(OC)n1
10.0,24,CC(=O)[C@H]1[C@@H](C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C#N
10.0,24,Cc1nc(N)sc1CCN
10.0,24,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(O)=O
10.0,24,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)c3ccccc3
10.0,24,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N[C@H]3CCC[C@@H]3O)ncnc12
10.0,24,CCCc1c(O)c(CC=O)ccc1OCCCOc2ccc(OCC(=O)O)cc2
10.0,24,Oc1ccc(Cl)cc1
10.0,24,COc1ccc2oc(cc(=O)c2c1)-c1ccccc1OC
10.0,24,Cc1nc2ccc(NC(=O)Nc3ccnc4cccnc34)cc2o1
10.0,24,COc1ccc(C=C(C#N)C#N)cc1
10.0,24,NC(=N)NCc1cccc(I)c1
10.0,24,NCCc1ccc(O)c(O)c1
10.0,24,[O-][N+]1=C(C(=O)c2ccccc12)c1ccccn1
10.0,24,OC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F
10.0,24,C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O
10.0,24,Oc1cc2CCCN(Cc2cc1O)C(=S)NCCc1ccc(Cl)cc1
10.0,24,NCCNC(=O)c1ccc(Cl)cc1
10.0,24,Cc1ccc(C[N+](C)(C)C)o1
10.0,24,Cc1cc(=O)c2c(O)c(C)c(O)cc2o1
10.0,24,NC(=C(C#N)C(=C(N)Sc1ccccc1N)C#N)Sc2ccccc2N
10.0,24,COc1ccc(CCCn2ncc3c4nc(nn4c(N)nc23)c5ccco5)cc1
10.0,24,C[C@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@]2(O)CCC(O)=O
10.0,24,CN\C(NCCSCc1csc(CN(C)C)n1)=C\[N+]([O-])=O
10.0,24,Oc1ccc(cc1)c2cc(=O)c3cc(O)ccc3o2
10.0,24,Oc1ccc(cc1O)\C=C(/C#N)C(=O)NCc1ccccc1
10.0,24,CC(C)COc1ccc(cc1C#N)-c1nc(C)c(s1)C(O)=O
10.0,24,Cc1nc2c(O)cccc2c(=O)[nH]1
10.0,24,Oc1ccccc1N1CC=C(NC1=O)c1cccc(c1)[N+]([O-])=O
10.0,24,Oc1ccc(C=C(C#N)C#N)cc1O
10.0,24,C(CN1CCN(CCOC(c2ccccc2)c2ccccc2)CC1)Cc1ccccc1
10.0,24,Oc1ccc(cc1)-c1cc(=O)c2ccc(O)cc2o1
10.0,24,CC(C)OC(=O)C(C)(C)Oc1ccc(cc1)C(=O)c1ccc(Cl)cc1
10.0,24,Cc1ccc(Cl)c(Nc2ccccc2C(O)=O)c1Cl
10.0,24,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C
10.0,24,CC(C)(C)c1cc(cc(c1)C(C)(C)C)C(=O)C=Cc2ccc(cc2)C(=O)O
10.0,24,COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1
10.0,24,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(C)C)CC(=O)NO
10.0,24,CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C
10.0,24,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc12
10.0,24,C(Oc1ccccc1C1CC1)C1=NCCN1
10.0,24,C(CN1CCCCC1)Oc2ccc(cc2)c3cnc4c(cnn4c3)c5ccncc5
10.0,24,Oc1ccc2c(=O)cc(oc2c1)c3ccccc3
10.0,24,CC[N+](CC)(CC)CC(=O)Nc1c(C)cccc1C
10.0,24,NC(=O)C[C@H](NC(=O)Cc1ccc(O)cc1O)C(=O)O
10.0,24,COc1ccc(C(=O)c2ccccc2)c(O)c1
10.0,24,CCOC(=O)c1ccc(OC(=O)CCCCCNC(N)=N)cc1
10.0,24,Oc1ccc2c(c1)oc(cc2=O)-c1ccccc1O
10.0,24,Cc1cccc(n1)C#Cc1ccccc1
10.0,24,CN(C)C(=O)C(CCN1CCC(O)(CC1)c1ccc(Cl)cc1)(c1ccccc1)c1ccccc1
10.0,24,COc1cccc(-c2cc(=O)c3ccccc3o2)c1N
10.0,24,CC(=CCC/C(=C/CC/C(=C/CSCC(=O)O)/C)/C)C
10.0,24,Cn1cnnc1Sc1c(ncn1C)[N+]([O-])=O
10.0,24,C[C@@]12CC[C@H]3[C@@H](CC[C@@H]4C[C@@H](O)CC[C@@]43C)[C@@]2(O)CC[C@@H]1c5ccc(=O)oc5
10.0,24,CC[C@@]1(O)C(=O)OCc2c1cc1-c3nc4ccc(O)cc4cc3Cn1c2=O
10.0,24,Cc1ccc-2c(Cc3c(nn(c-23)-c2ccc(Cl)cc2Cl)C(=O)NN2CCCCC2)c1
10.0,24,CCc1cc(-c2n[nH]c(C)c2-c2ccc3OCCOc3c2)c(O)cc1O
10.0,24,CC(C)(CO)Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C
10.0,24,Cc1cccc(C=Cc2ccccc2)n1
10.0,24,NC(=N)NN=Cc1c(Cl)cccc1Cl
10.0,24,CCCCCCCCCCCCCCCC(=O)NCCO
10.0,24,N[C@@](CC1c2ccccc2Oc3ccccc13)([C@H]4C[C@@H]4C(=O)O)C(=O)O
10.0,24,C[C@@H](O)CNC(C)(C)CC(=O)N[C@@H]1CCc2ccccc2N(Cc3ccc(cc3)c4ccccc4c5nn[nH]n5)C1=O
10.0,24,Cc1nc[nH]c1CCN
10.0,24,C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC=C5C[C@H](CC[C@]5(C)[C@H]4CC[C@]23C)O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@@H]8O[C@@H](C)[C@H](O)[C@@H](O)[C@H]8O)N9C[C@@H](C)CC[C@H]19
10.0,24,CC(C)(Sc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C)Sc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C
10.0,24,CCC(CC)(CC(=O)Nc1cccc(C=Cc2nc(cs2)C3CCC3)c1)C(=O)O
10.0,24,COc1cc2c(C(=O)N(COc3cc(=O)n4cccc(OCCN5CCCCC5)c4n3)S2(=O)=O)c(c1)C(C)C
10.0,24,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1
10.0,24,CN([C@H](CN1CCCC1)c1ccccc1)C(=O)Cc1ccc(Cl)c(Cl)c1
10.0,24,CC(C)ON([C@H](C(C)C)C(=O)NO)S(=O)(=O)c1ccc(cc1)c2ccccc2
10.0,24,CC(=O)NCCc1c[nH]c2ccccc12
10.0,24,Cc1c[nH]c2ccccc12
10.0,24,Oc1ccc(Cl)cc1C(=O)Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F
10.0,24,CC(C)c1cc(c(C)cc1OC(=O)N1CCCCC1)[N+](C)(C)C
10.0,24,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(cc12)S(N)(=O)=O
10.0,24,CSc1nc(NC2CCCC2)c(c(NC2CCCC2)n1)[N+]([O-])=O
10.0,24,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC
10.0,24,Nc1ccc(\N=N\c2ccccc2)c(N)n1
10.0,24,COc1cc2ccc(=O)oc2c(O)c1O
10.0,24,O=S(=O)(N1CCCNCC1)c1cccc2cnccc12
10.0,24,C(COCc1ccccc1)Cc1cnc[nH]1
10.0,24,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO
10.0,24,C(C1=NCCN1)c1cccc2ccccc12
