source,target
RPS25,ETF1
RPS25,EIF3B
RPS25,MRPL24
RPS25,RPL12
RPS25,HMGN2
RPS25,EIF3A
RPS25,RPL5
RPS25,SERBP1
RPS25,RPL7A
RPS25,MRPS15
RPS25,EIF3I
RPS25,RPS4X
RPS25,RPL10A
RPS25,EIF2S2
RPS25,MRTO4
RPS25,HMGN4
RPS25,RPS16
RPS25,EIF1AX
RPS25,RPS6
RPS25,HMGN1
RPS25,MRPL2
RPS25,RPS9
RPS25,RPL13A
RPS25,EEF1B2
RPS25,RPL24
RPS25,RPL34
RPS25,RPS29
RPS25,RPL14
RPS25,RPS8
RPS25,MRPS12
RPS25,RPS14
RPS25,RPL31
RPS25,SEC61G
RPS25,RPL23A
RPS25,RPSA
RPS25,RPL39L
RPS25,IFI35
RPS25,GSPT1
RPS25,RPL6
RPS25,EEF1D
RPS25,DOCK4
RPS25,RPL10
RPS25,RPS24
RPS25,EIF4G1
RPS25,RPL32
RPS25,RPL37A
RPS25,EIF1
RPS25,MRPS14
RPS25,RACK1
RPS25,RPS20
RPS25,EIF3H
RPS25,MRPL22
RPS25,RPLP2
RPS25,EIF3F
RPS25,FAU
RPS25,RPL26
RPS25,RPL17
RPS25,EIF3L
RPS25,RPS19
RPS25,RPL36
RPS25,RPL18
RPS25,RPL11
RPS25,CUL7
RPS25,RPS13
RPS25,RPLP0
RPS25,TPT1
RPS25,RPL27
RPS25,EIF3M
RPS25,RSRC1
RPS25,RPL35A
RPS25,RPS27
RPS25,RPL28
RPS25,FLT3LG
MED1,MRPS10
MED1,MAPK13
MED1,POLR2C
MED1,STN1
MED1,RPL19
MED1,RPS6KB1
MED1,CYP27B1
MED1,FANCE
MED1,MAPK14
MED1,TBP
MED1,MED28
MED1,ZC3H13
MED1,SEC61A1
MED1,MED17
MED1,RARA
MED1,CDK7
MED1,MED4
MED1,RPL35
MED1,TRIP4
MED1,RPL8
MED1,MED15
MED1,EP300
MED1,MTIF2
MED1,THRA
MED1,MED20
MED1,MED9
MED1,TP53
MED1,RPL37
MED1,RPS3
MED1,MED13L
MED1,MED21
MED1,ERCC3
MED1,MED7
MED1,PPARG
MED1,MRPL17
MED1,EIF5B
MED1,MED8
MED1,MED27
MED1,MRNIP
MED1,RPL29
MED1,RPS23
MED1,SEC61A2
MED1,QKI
MED1,RPLP0
MED1,RPL22
MED1,RPL27
MED1,MED18
MED1,CDK8
MED1,PDCD11
MED1,MED16
MED1,FAU
MED1,RPS13
MED1,RARB
MED1,RPS3A
MED1,FOS
MED1,IFI35
MED1,GTF2B
MED1,CCNC
MED1,RPS14
MED1,RPLP2
MED1,MRPL20
MED1,RPL38
MED1,RPL13A
MED1,MED22
MED1,RPS9
MED1,EEF2
MED1,RPS29
MED1,SP1
MED1,RPL14
MED1,RPL39L
MED1,CARM1
MED1,CDK9
MED1,RPL35A
MED1,MRPL19
MED1,MAPK11
MED1,NCOA3
MED1,RPL31
MED1,FLT3LG
MED1,MRPL9
MED1,RPL3
MED1,RPL28
MED1,DOCK4
MED1,RPS27
MED1,RPL23A
MED1,RPL17
MED1,RPS20
MED1,MRPL12
MED1,RPL10A
MED1,MED6
MED1,MED14
MED1,MED24
MED1,ESR2
MED1,ESR1
MED1,RPS6
MED1,RPL26
MED1,RPL24
MED1,RPL37A
MED1,RPS2
MED1,RPS8
MED1,MED13
MED1,CDK19
MED1,POLR2B
MED1,POLR2L
MED1,RPSA
MED1,RPS6KB2
MED1,RACK1
MED1,RPL15
MED1,MRPS16
MED1,RPS19
MED1,POLR2A
MED1,POLR2F
MED1,RXRA
MED1,RPL10
MED1,RPL34
MED1,MED23
MED1,RPL5
MED1,RPS16
MED1,IMP3
MED1,RPL18
MED1,RPS21
MED1,MED12
MED1,RPL11
MED1,RPS24
MED1,TUFM
MED1,MRPS12
MED1,RPS27L
MED1,JUN
MED1,THRAP3
MED1,RPL7A
MED1,RPL27A
MED1,MRTO4
MED1,MED25
MED1,RPL36
MED1,RPL6
MED1,RPL13
MED1,SRC
CD44,CD4
CD44,TIMP1
CD44,MMP2
CD44,HGF
CD44,LAMB1
CD44,COL1A1
CD44,SELPLG
CD44,LAMA4
CD44,HBEGF
CD44,TWIST1
CD44,SRGN
CD44,TNFAIP6
CD44,APOE
CD44,LAMA5
CD44,LGALS3
CD44,NT5E
CD44,LAMC1
CD44,CDH1
CD44,SELP
CD44,EPCAM
CD44,LAMC2
CD44,NID1
CD44,ICAM1
CD44,VCAN
CD44,ANK1
CD44,IQGAP1
CD44,ERBB2
CD44,EGFR
CD44,SLC7A11
CD44,ANK3
CD44,LY96
CD44,TIAM1
CD44,VCAM1
CD44,COL6A3
CD44,COL1A2
CD44,COL6A2
CD44,LAMB2
CD44,MMP14
CD44,CD34
CD44,MET
CD44,PKM
CD44,LAMA3
CD44,SELE
CD44,COL4A5
CD44,ARHGEF1
CD44,EZR
CD44,NF2
CD44,FN1
CD44,ANK2
CD44,COL9A1
CD44,MSN
CD44,COL4A2
CD44,LAMC3
CD44,COL6A1
CD44,VAV3
CD44,VAV2
CD44,MMP9
CD44,COL9A2
CD44,SRC
CD44,TLR4
CD44,COL4A1
CD44,SDC1
CD44,CD9
CD44,LAMB3
CD44,HMMR
CD44,COL4A6
CD44,SPP1
CD44,LGALS9
CD44,CXCL12
CD44,COL4A3
CD44,COL4A4
CD44,ARHGEF12
CD44,CD8A
CD44,LCK
CD44,RDX
CD44,HYAL2
CD44,COL9A3
CD44,LAMA2
CD44,CDC42
CD44,PTPRC
CD44,VAV1
CD44,SELL
CD44,SPN
RPL10A,RPL19
RPL10A,RPS12
RPL10A,RPS4Y1
RPL10A,RPL35
RPL10A,RSL24D1
RPL10A,RPL8
RPL10A,RPL37
RPL10A,RPS3
RPL10A,MRPL17
RPL10A,EIF5B
RPL10A,MRNIP
RPL10A,RPL29
RPL10A,RPS23
RPL10A,PA2G4
RPL10A,RPL13
RPL10A,EEF2
RPL10A,RPL15
RPL10A,RPL38
RPL10A,PABPC1
RPL10A,ABCF1
RPL10A,RPS15A
RPL10A,TUFM
RPL10A,LARP4B
RPL10A,RPS27L
RPL10A,MRPL12
RPL10A,EIF5A
RPL10A,EEF1A1
RPL10A,RPL7
RPL10A,MRPL20
RPL10A,RPS2
RPL10A,RPS21
RPL10A,RPL3
RPL10A,RPL36AL
RPL10A,RPL27A
RPL10A,RPS3A
RPL10A,RPL22
RPL10A,ETF1
RPL10A,GTPBP4
RPL10A,RPL12
RPL10A,DHX9
RPL10A,MRPL9
RPL10A,PDCD11
RPL10A,RPL5
RPL10A,SERBP1
RPL10A,RPL7A
RPL10A,MRPS16
RPL10A,RPS4X
RPL10A,RPS8
RPL10A,RPL37A
RPL10A,RPL24
RPL10A,RPL26
RPL10A,RPS6
RPL10A,BTF3
RPL10A,EIF6
RPL10A,RPS20
RPL10A,RPL17
RPL10A,RPL23A
RPL10A,RPL6
RPL10A,RPL36
RPL10A,MRTO4
RPL10A,RPS24
RPL10A,RPL11
RPL10A,EEF1B2
RPL10A,RPL18
RPL10A,RPS16
RPL10A,RPL34
RPL10A,RPL10
RPL10A,RPS19
RPL10A,RACK1
RPL10A,RPSA
RPL10A,RPS9
RPL10A,RPL13A
RPL10A,EIF3H
RPL10A,RPLP2
RPL10A,RPS14
RPL10A,IFI35
RPL10A,RPS13
RPL10A,FAU
RPL10A,RPL27
RPL10A,RPL32
RPL10A,RPLP0
RPL10A,RPS27
RPL10A,RPL28
RPL10A,FLT3LG
RPL10A,RPL31
RPL10A,MRPL19
RPL10A,RPL35A
RPL10A,RPL41
RPL10A,RPL39L
RPL10A,RPL14
RPL10A,RPS29
MRPL12,MRPS10
MRPL12,MRPS35
MRPL12,MRPS34
MRPL12,ATP5F1D
MRPL12,POLR2C
MRPL12,POLR3B
MRPL12,FANCE
MRPL12,MRPS7
MRPL12,MRPL34
MRPL12,PTCD3
MRPL12,HSPBP1
MRPL12,MRPL44
MRPL12,RPL35
MRPL12,MRPS18B
MRPL12,MRPL15
MRPL12,RPL8
MRPL12,MTIF2
MRPL12,MRPL3
MRPL12,SIL1
MRPL12,EFL1
MRPL12,MRPS28
MRPL12,RPS3
MRPL12,MRPL49
MRPL12,OXA1L
MRPL12,MRPL17
MRPL12,MRNIP
MRPL12,RPS23
MRPL12,MRPL16
MRPL12,MRPL58
MRPL12,MRPL39
MRPL12,MRPL13
MRPL12,MRPL4
MRPL12,EEF2
MRPL12,MRPL48
MRPL12,MRPL11
MRPL12,MRPL57
MRPL12,MRPL46
MRPL12,TSFM
MRPL12,MRPS11
MRPL12,TUFM
MRPL12,GADD45GIP1
MRPL12,IMP3
MRPL12,MRPL40
MRPL12,PPP1R26
MRPL12,RPS14
MRPL12,RPL12
MRPL12,DAP3
MRPL12,MRPL20
MRPL12,RPL13A
MRPL12,RPS9
MRPL12,HMGN4
MRPL12,MRPL22
MRPL12,RPLP0
MRPL12,PDCD11
MRPL12,MRPS2
MRPL12,MRPL28
MRPL12,MRPL24
MRPL12,CUL7
MRPL12,RPS13
MRPL12,MRPL23
MRPL12,MRPL19
MRPL12,RPL3
MRPL12,MRPL9
MRPL12,FLT3LG
MRPL12,MTERF4
MRPL12,HMGN2
MRPL12,RPS29
MRPL12,MRPS15
MRPL12,HMGN1
MRPL12,MRPS14
MRPL12,MRPL42
MRPL12,MRPL18
MRPL12,POLR2B
MRPL12,MRPS22
MRPL12,MRPS18A
MRPL12,POLR1C
MRPL12,RPL17
MRPL12,RPL23A
MRPL12,RPS20
MRPL12,NDUFAB1
MRPL12,RPL26
MRPL12,RPS2
MRPL12,RPL7
MRPL12,MRPL35
MRPL12,MRPS30
MRPL12,MRPS12
MRPL12,RPL11
MRPL12,MRTO4
MRPL12,MRPL2
MRPL12,POLRMT
MRPL12,MRPS27
MRPL12,RPSA
MRPL12,MRPS16
MRPL12,RPL10
MRPL12,RPS16
MRPL12,RPL5
RPL8,SEC61B
RPL8,EDF1
RPL8,RPL19
RPL8,FANCE
RPL8,RPS12
RPL8,SEC61A1
RPL8,MRPS7
RPL8,NOP53
RPL8,RPS4Y1
RPL8,RPL35
RPL8,RSL24D1
RPL8,PES1
RPL8,RPS4X
RPL8,PA2G4
RPL8,ABCF1
RPL8,SRP14
RPL8,GNL2
RPL8,MRPL17
RPL8,RPS8
RPL8,SRP9
RPL8,RPS2
RPL8,RPL37A
RPL8,RPL24
RPL8,RPL26
RPL8,RPS6
RPL8,BTF3
RPL8,EIF6
RPL8,EEF1A1
RPL8,SRPRA
RPL8,RPS20
RPL8,ETF1
RPL8,RPL17
RPL8,RPL23A
RPL8,RPL13
RPL8,RPL6
RPL8,RPL36
RPL8,MRTO4
RPL8,RPL27A
RPL8,RPL7A
RPL8,NSA2
RPL8,RPS27L
RPL8,MRPS12
RPL8,TUFM
RPL8,RPL11
RPL8,RPS24
RPL8,EEF1B2
RPL8,RPS21
RPL8,RPL18
RPL8,RPL7
RPL8,RPS16
RPL8,RPL5
RPL8,LSG1
RPL8,RPL34
RPL8,RPL10
RPL8,SERBP1
RPL8,RPS19
RPL8,MRPS16
RPL8,RPL15
RPL8,RACK1
RPL8,RPSA
RPL8,RPS9
RPL8,HMGN4
RPL8,ARL6IP1
RPL8,RPL13A
RPL8,RPL38
RPL8,RSRC1
RPL8,RPS23
RPL8,MRPL20
RPL8,RPL12
RPL8,RPLP2
RPL8,RPS14
RPL8,RPS15A
RPL8,IFI35
RPL8,GTPBP4
RPL8,RPS3A
RPL8,EIF5A
RPL8,RPS13
RPL8,RPS3
RPL8,FAU
RPL8,PDCD11
RPL8,GSPT1
RPL8,RPL27
RPL8,RPL29
RPL8,RPL22
RPL8,NMD3
RPL8,TPT1
RPL8,RPLP0
RPL8,RPL32
RPL8,EIF5B
RPL8,RPS27
RPL8,DOCK4
RPL8,RPL28
RPL8,DHX9
RPL8,RPL3
RPL8,MRPL9
RPL8,FLT3LG
RPL8,RPL31
RPL8,RPL37
RPL8,MRPL19
RPL8,RPL35A
RPL8,SRP54
RPL8,MRNIP
RPL8,RPL41
RPL8,RPL39L
RPL8,LARP4B
RPL8,RPL14
RPL8,RPL36AL
RPL8,RPS29
RPL8,HMGN1
RPL8,ZNF593
RPL8,NACA
RPL8,EEF2
RPL8,HMGN2
RPS20,EIF3D
RPS20,EIF5
RPS20,POLR2C
RPS20,EIF3E
RPS20,EDF1
RPS20,RPL19
RPS20,FANCE
RPS20,RPS12
RPS20,BYSL
RPS20,SEC61A1
RPS20,MRPS7
RPS20,EIF3K
RPS20,RPS4Y1
RPS20,EIF2S3
RPS20,EIF3G
RPS20,EIF2S1
RPS20,RPL35
RPS20,EIF3J
RPS20,PNO1
RPS20,MRPL3
RPS20,RPL37
RPS20,PELO
RPS20,RPS3
RPS20,DENR
RPS20,RIOK2
RPS20,MRPL17
RPS20,EIF5B
RPS20,MRNIP
RPS20,EIF4A1
RPS20,RPL29
RPS20,ABCE1
RPS20,RPS23
RPS20,GCN1
RPS20,TSR1
RPS20,PA2G4
RPS20,ARL6IP1
RPS20,MRPL4
RPS20,RPL13
RPS20,EEF2
RPS20,RPL15
RPS20,RPL38
RPS20,MRPS11
RPS20,RPS15A
RPS20,TUFM
RPS20,IMP3
RPS20,RPS27L
RPS20,EIF5A
RPS20,EEF1A1
RPS20,RPL7
RPS20,MRPL20
RPS20,RPS2
RPS20,RPS21
RPS20,RPL3
RPS20,RPL36AL
RPS20,RPL27A
RPS20,RPS3A
RPS20,RPL22
RPS20,ETF1
RPS20,EIF3B
RPS20,RPL12
RPS20,HMGN2
RPS20,EPRS1
RPS20,HBS1L
RPS20,MRPL9
RPS20,EIF3A
RPS20,PDCD11
RPS20,RPL5
RPS20,SERBP1
RPS20,RPL7A
RPS20,MRPS16
RPS20,EIF3I
RPS20,RPS4X
RPS20,EIF2S2
RPS20,MRTO4
RPS20,HABP4
RPS20,HMGN4
RPS20,RPS16
RPS20,EIF1AX
RPS20,RPS6
RPS20,HMGN1
RPS20,RPS9
RPS20,RPL13A
RPS20,EEF1B2
RPS20,MRPL19
RPS20,RPL24
RPS20,RPL34
RPS20,RPS29
RPS20,RPL14
RPS20,RPS8
RPS20,MRPS12
RPS20,RPS14
RPS20,RPL31
RPS20,RPL23A
RPS20,RPSA
RPS20,RPL39L
RPS20,IFI35
RPS20,GSPT1
RPS20,RPL6
RPS20,DOCK4
RPS20,RPL10
RPS20,RPS24
RPS20,RPL32
RPS20,RPL37A
RPS20,EIF1
RPS20,MRPS14
RPS20,RACK1
RPS20,POLR1C
RPS20,RPL17
RPS20,RPL26
RPS20,RPL18
RPS20,NSA2
RPS20,RPL11
RPS20,RPL36
RPS20,RPS19
RPS20,EIF3L
RPS20,RPLP2
RPS20,EIF3M
RPS20,RSRC1
RPS20,EIF3H
RPS20,EIF3F
RPS20,RPLP0
RPS20,RPL27
RPS20,TPT1
RPS20,FAU
RPS20,RPS13
RPS20,SRP54
RPS20,RPL35A
RPS20,FLT3LG
RPS20,RPS27
RPS20,RPL28
CTSS,IL10RA
CTSS,CSTA
CTSS,IL10RB
CTSS,CSTB
CTSS,BID
CTSS,CTSL
CTSS,CTSB
CTSS,BCL2L1
CTSS,BCL2
CTSS,CREB1
CTSS,LGMN
CTSS,CST3
RPL23A,MRPS10
RPL23A,POLR2C
RPL23A,SEC61B
RPL23A,EDF1
RPL23A,RPL19
RPL23A,POLR3B
RPL23A,FANCE
RPL23A,RPS12
RPL23A,SEC61A1
RPL23A,MRPS7
RPL23A,NOP53
RPL23A,RPS4Y1
RPL23A,NIP7
RPL23A,HSPBP1
RPL23A,EIF2S1
RPL23A,RPL35
RPL23A,RSL24D1
RPL23A,WDR12
RPL23A,DDX18
RPL23A,MTIF2
RPL23A,MRPL3
RPL23A,SIL1
RPL23A,LSG1
RPL23A,SRP14
RPL23A,EFL1
RPL23A,RPL37
RPL23A,RPS3
RPL23A,MRPL17
RPL23A,EIF5B
RPL23A,MRNIP
RPL23A,RPL29
RPL23A,EIF5A2
RPL23A,RPS23
RPL23A,SEC61A2
RPL23A,MRPL16
RPL23A,GCN1
RPL23A,MRPL58
RPL23A,PA2G4
RPL23A,SRP9
RPL23A,MRPL13
RPL23A,ARL6IP1
RPL23A,MRPL4
RPL23A,QARS1
RPL23A,RPL13
RPL23A,EEF2
RPL23A,MRPL11
RPL23A,RPL15
RPL23A,RPL38
RPL23A,MRPS11
RPL23A,NOC2L
RPL23A,RPS15A
RPL23A,TUFM
RPL23A,IMP3
RPL23A,SRPRA
RPL23A,RPS27L
RPL23A,EIF5A
RPL23A,BRIX1
RPL23A,EEF1A1
RPL23A,RPL7
RPL23A,MRPL20
RPL23A,RPS2
RPL23A,RPS21
RPL23A,RPL3
RPL23A,RPL36AL
RPL23A,RPL27A
RPL23A,RPS3A
RPL23A,RPL22
RPL23A,PES1
RPL23A,ATP5F1C
RPL23A,PPP1R26
RPL23A,MAK16
RPL23A,ETF1
RPL23A,GTPBP4
RPL23A,MRPL24
RPL23A,RPL12
RPL23A,HMGN2
RPL23A,EPRS1
RPL23A,MRPL9
RPL23A,PDCD11
RPL23A,RPL5
RPL23A,RPF1
RPL23A,SERBP1
RPL23A,NOC3L
RPL23A,MRPS2
RPL23A,RPL7A
RPL23A,MRPS16
RPL23A,GNL2
RPL23A,MRPS15
RPL23A,RPS4X
RPL23A,ZNF593
RPL23A,EIF6
RPL23A,MRTO4
RPL23A,HMGN4
RPL23A,RPS16
RPL23A,EIF1AX
RPL23A,RPS6
RPL23A,BTF3
RPL23A,HMGN1
RPL23A,POLR2B
RPL23A,MRPL2
RPL23A,RPS9
RPL23A,RPL13A
RPL23A,EEF1B2
RPL23A,MRPL19
RPL23A,RPL24
RPL23A,RPL34
RPL23A,RPS29
RPL23A,RPL14
RPL23A,RPS8
RPL23A,ATP5F1A
RPL23A,MRPS12
RPL23A,RPS14
RPL23A,RPL31
RPL23A,SEC61G
RPL23A,EBNA1BP2
RPL23A,POLR1C
RPL23A,RPL17
RPL23A,RPL37A
RPL23A,RPL26
RPL23A,RPS24
RPL23A,RPL11
RPL23A,NSA2
RPL23A,RPL18
RPL23A,RPL36
RPL23A,RPL6
RPL23A,RPS19
RPL23A,RPSA
RPL23A,RACK1
RPL23A,BOP1
RPL23A,RPL10
RPL23A,RSL1D1
RPL23A,EEF1D
RPL23A,RPLP2
RPL23A,FTSJ3
RPL23A,IFI35
RPL23A,RSRC1
RPL23A,GSPT1
RPL23A,FAU
RPL23A,NMD3
RPL23A,TPT1
RPL23A,RPL27
RPL23A,MRPL22
RPL23A,RPL32
RPL23A,RPLP0
RPL23A,WDR74
RPL23A,RPS13
RPL23A,CUL7
RPL23A,SRP54
RPL23A,SRP72
RPL23A,DOCK4
RPL23A,RPS27
RPL23A,RPL28
RPL23A,FLT3LG
RPL23A,RPL35A
RPL23A,RPL39L
RPL23A,MRPS14
RPL23A,NACA
RPL17,SEC61B
RPL17,RPL19
RPL17,FANCE
RPL17,RPS12
RPL17,SEC61A1
RPL17,RPS4Y1
RPL17,RPL35
RPL17,RSL24D1
RPL17,SRP14
RPL17,RPL37
RPL17,RPS3
RPL17,MRPL17
RPL17,EIF5B
RPL17,MRNIP
RPL17,RPL29
RPL17,RPS23
RPL17,PA2G4
RPL17,SRP9
RPL17,RPL13
RPL17,EEF2
RPL17,RPL15
RPL17,RPL38
RPL17,RPS15A
RPL17,TUFM
RPL17,IMP3
RPL17,SRPRA
RPL17,RPS27L
RPL17,EIF5A
RPL17,EEF1A1
RPL17,RPL7
RPL17,MRPL20
RPL17,RPS2
RPL17,RPS21
RPL17,RPL3
RPL17,RPL36AL
RPL17,RPL27A
RPL17,RPS3A
RPL17,RPL22
RPL17,ETF1
RPL17,GTPBP4
RPL17,RPL12
RPL17,MRPL9
RPL17,PDCD11
RPL17,RPL5
RPL17,SERBP1
RPL17,RPL7A
RPL17,MRPS16
RPL17,GNL2
RPL17,RPS4X
RPL17,EIF6
RPL17,MRTO4
RPL17,RPS16
RPL17,RPS6
RPL17,BTF3
RPL17,RPS9
RPL17,RPL13A
RPL17,EEF1B2
RPL17,MRPL19
RPL17,RPL24
RPL17,RPL34
RPL17,RPS29
RPL17,RPL14
RPL17,RPS8
RPL17,RPS14
RPL17,RPL31
RPL17,SEC61G
RPL17,RPSA
RPL17,RPL39L
RPL17,IFI35
RPL17,GSPT1
RPL17,RPL6
RPL17,DOCK4
RPL17,RPL10
RPL17,RPS24
RPL17,RPL32
RPL17,NMD3
RPL17,RPL37A
RPL17,RACK1
RPL17,RPLP2
RPL17,FAU
RPL17,RPS13
RPL17,RPL18
RPL17,NACA
RPL17,RPLP0
RPL17,SRP54
RPL17,RPL28
RPL17,RPL26
RPL17,RPL36
RPL17,RPL11
RPL17,NSA2
RPL17,RPS19
RPL17,RPS27
RPL17,FLT3LG
RPL17,RPL35A
RPL17,SRP72
RPL17,RPL27
HLA-DQB2,HLA-DMA
HLA-DQB2,HLA-DRA
RPS8,MRPS10
RPS8,DIMT1
RPS8,EIF3D
RPS8,EIF5
RPS8,EIF3E
RPS8,FBL
RPS8,EDF1
RPS8,UTP18
RPS8,RPL19
RPS8,KRR1
RPS8,FANCE
RPS8,RPS12
RPS8,BYSL
RPS8,RRP9
RPS8,MPHOSPH10
RPS8,MRPS7
RPS8,EIF3K
RPS8,RPS4Y1
RPS8,EIF2S3
RPS8,EIF3G
RPS8,UTP3
RPS8,EIF2S1
RPS8,NAT10
RPS8,IMP4
RPS8,RPL35
RPS8,UTP20
RPS8,UTP6
RPS8,EIF3J
RPS8,PNO1
RPS8,MRPL3
RPS8,RPL37
RPS8,RPS3
RPS8,DENR
RPS8,RIOK2
RPS8,EIF5B
RPS8,PWP2
RPS8,MRNIP
RPS8,EIF4A1
RPS8,RPL29
RPS8,ABCE1
RPS8,RPS23
RPS8,NOL6
RPS8,MRPL16
RPS8,TSR1
RPS8,PA2G4
RPS8,MRPL13
RPS8,ARL6IP1
RPS8,MRPL4
RPS8,RPL13
RPS8,EEF2
RPS8,WDR3
RPS8,MRPL11
RPS8,RPL15
RPS8,RPL38
RPS8,MRPS11
RPS8,RPS15A
RPS8,RRP7A
RPS8,IMP3
RPS8,NOC4L
RPS8,RPS27L
RPS8,EIF5A
RPS8,EEF1A1
RPS8,RPL7
RPS8,RPS2
RPS8,RPS21
RPS8,RPL3
RPS8,RPL36AL
RPS8,RPL27A
RPS8,RPS3A
RPS8,RPL22
RPS8,ETF1
RPS8,EIF3B
RPS8,MRPL24
RPS8,RPL12
RPS8,HMGN2
RPS8,HEATR1
RPS8,EPRS1
RPS8,EIF3A
RPS8,PDCD11
RPS8,RPL5
RPS8,SERBP1
RPS8,RPL7A
RPS8,UTP11
RPS8,MRPS15
RPS8,EIF3I
RPS8,RPS4X
RPS8,BMS1
RPS8,WDR46
RPS8,EIF2S2
RPS8,MRTO4
RPS8,EXOSC10
RPS8,HMGN4
RPS8,RPS16
RPS8,EIF1AX
RPS8,RPS6
RPS8,HMGN1
RPS8,NOP56
RPS8,RCL1
RPS8,MRPL2
RPS8,RPS9
RPS8,RPL13A
RPS8,EEF1B2
RPS8,RPL24
RPS8,UTP14A
RPS8,RPL34
RPS8,RPS29
RPS8,RPL14
RPS8,RPL26
RPS8,RRP12
RPS8,RPL37A
RPS8,RPP38
RPS8,RACK1
RPS8,RPSA
RPS8,RPS19
RPS8,NGDN
RPS8,EIF3L
RPS8,RPL10
RPS8,RPL18
RPS8,MRPS12
RPS8,RPS24
RPS8,RPL11
RPS8,RPL6
RPS8,RPL36
RPS8,MRPL22
RPS8,DNTTIP2
RPS8,RPLP0
RPS8,RPL32
RPS8,TBL3
RPS8,FAU
RPS8,GSPT1
RPS8,RPL27
RPS8,TPT1
RPS8,CUL7
RPS8,RPS13
RPS8,IFI35
RPS8,RPLP2
RPS8,SNU13
RPS8,RPS14
RPS8,EIF1
RPS8,EIF3H
RPS8,RSRC1
RPS8,EIF3M
RPS8,EIF3F
RPS8,AATF
RPS8,NOP14
RPS8,MRPS14
RPS8,NACA
RPS8,RPL39L
RPS8,BUD23
RPS8,RPL35A
RPS8,RPS27
RPS8,DOCK4
RPS8,RPL28
RPS8,FLT3LG
RPS8,RPL31
RPS8,WDR43
MRPL17,MRPS10
MRPL17,MRPS35
MRPL17,MRPS34
MRPL17,ATP5F1D
MRPL17,POLR2C
MRPL17,POLR3B
MRPL17,FANCE
MRPL17,SEC61A1
MRPL17,MRPS7
MRPL17,MRPL34
MRPL17,HSPBP1
MRPL17,MRPL44
MRPL17,RPL35
MRPL17,MRPL15
MRPL17,PALB2
MRPL17,MTIF2
MRPL17,MRPL3
MRPL17,SIL1
MRPL17,EFL1
MRPL17,MRPS28
MRPL17,RPS3
MRPL17,MRPL49
MRPL17,OXA1L
MRPL17,MRPL18
MRPL17,GTPBP8
MRPL17,POLR2B
MRPL17,MRPS18A
MRPL17,POLR1C
MRPL17,MRPL39
MRPL17,NDUFAB1
MRPL17,RPL26
MRPL17,HIBCH
MRPL17,RPS2
MRPL17,MRPS30
MRPL17,RPL7
MRPL17,IMP3
MRPL17,RPL11
MRPL17,TUFM
MRPL17,MRPS12
MRPL17,GADD45GIP1
MRPL17,MRPL11
MRPL17,MRPL2
MRPL17,MRPL4
MRPL17,MRPL13
MRPL17,MRTO4
MRPL17,MRPS11
MRPL17,RPSA
MRPL17,ACSF2
MRPL17,MRPS16
MRPL17,RPS16
MRPL17,RPL5
MRPL17,RPL10
MRPL17,PPP1R26
MRPL17,RPL12
MRPL17,RPS14
MRPL17,RPL13A
MRPL17,MTG1
MRPL17,RPS23
MRPL17,MRPL20
MRPL17,DAP3
MRPL17,RPS9
MRPL17,HMGN4
MRPL17,MRM3
MRPL17,MRPL22
MRPL17,RPLP0
MRPL17,PDCD11
MRPL17,MRPL40
MRPL17,MRPL24
MRPL17,CUL7
MRPL17,MRPS2
MRPL17,MRPL28
MRPL17,MRPL16
MRPL17,RPS13
MRPL17,MRPL23
MRPL17,SRP54
MRPL17,MRNIP
MRPL17,MRPL19
MRPL17,MRPL58
MRPL17,RPL3
MRPL17,MRPL9
MRPL17,FLT3LG
MRPL17,EEF2
MRPL17,TSFM
MRPL17,HMGN2
MRPL17,MRPS14
MRPL17,SEC61A2
MRPL17,RPS29
MRPL17,MRPS15
MRPL17,HMGN1
MRPL17,MRPL42
MRPL17,MRPL46
RPS2,MRPS10
RPS2,MRPS35
RPS2,EIF3D
RPS2,EIF5
RPS2,POLR2C
RPS2,EIF3E
RPS2,EDF1
RPS2,RPL19
RPS2,KRR1
RPS2,FANCE
RPS2,RPS12
RPS2,BYSL
RPS2,SEC61A1
RPS2,MRPS7
RPS2,EIF3K
RPS2,RPS4Y1
RPS2,EIF2S3
RPS2,EIF3G
RPS2,EIF2S1
RPS2,RPL35
RPS2,EIF3J
RPS2,MTIF2
RPS2,PNO1
RPS2,MRPL3
RPS2,RPL37
RPS2,RPS3
RPS2,DENR
RPS2,RIOK2
RPS2,EIF5B
RPS2,MRNIP
RPS2,EIF4A1
RPS2,RPL29
RPS2,EIF5A2
RPS2,ABCE1
RPS2,RPS23
RPS2,GCN1
RPS2,TSR1
RPS2,PA2G4
RPS2,ARL6IP1
RPS2,MRPL4
RPS2,RPL13
RPS2,EEF2
RPS2,RPL15
RPS2,RPL38
RPS2,MRPS11
RPS2,RPS15A
RPS2,TUFM
RPS2,IMP3
RPS2,RPS27L
RPS2,PRMT3
RPS2,EIF5A
RPS2,EEF1A1
RPS2,RPL7
RPS2,MRPL20
RPS2,HMGN1
RPS2,RPS29
RPS2,RPL36AL
RPS2,MRPS14
RPS2,BUD23
RPS2,RPL14
RPS2,RPL39L
RPS2,EIF3I
RPS2,HMGN2
RPS2,EIF1AX
RPS2,MRPL19
RPS2,RPL35A
RPS2,FLT3LG
RPS2,RPL31
RPS2,RPL3
