source,target
SNRPB2,WBP4
SNRPB2,SRRM2
SNRPB2,SNRNP70
SNRPB2,DDX46
SNRPB2,SNW1
SNRPB2,DHX15
SNRPB2,SF3B2
SNRPB2,CDC40
SNRPB2,LSM8
SNRPB2,SF3A3
SNRPB2,LSM2
SNRPB2,SF3B1
SNRPB2,TXNL4A
SNRPB2,MAGOHB
SNRPB2,SNU13
SNRPB2,HTATSF1
SNRPB2,RBMX2
SNRPB2,SF3B4
SNRPB2,SNRPD1
SNRPB2,SNRPD2
SNRPB2,MFAP1
SNRPB2,LSM7
SNRPB2,SF3B5
SNRPB2,LSM6
SNRPB2,SNRPG
SNRPB2,RBM8A
SNRPB2,PRPF3
SNRPB2,SNRNP40
SNRPB2,EIF4A3
SNRPB2,LSM5
SNRPB2,SNRPA1
SNRPB2,LSM4
SNRPB2,NCBP2
DHX8,RBM22
DHX8,SNRPD3
DHX8,PRPF19
DHX8,SYF2
DHX8,DDX49
DHX8,SNRPA1
DHX8,BUD31
DHX8,BCAS2
DHX8,DOCK9
DHX8,SNRPF
DHX8,SNRNP200
DHX8,SNW1
DHX8,DHX15
DHX8,SRRM2
DHX8,TFIP11
DHX8,CDC5L
DHX8,YJU2
DHX8,SNRPE
DHX8,SNRPB
DHX8,XAB2
DHX8,PPIE
DHX8,SNRPG
DHX8,PRPF3
DHX8,MAGOH
DHX8,DOCK1
DHX8,CACTIN
DHX8,SNRNP40
DHX8,EIF4A3
DHX8,PRPF18
DHX8,CDC40
DHX8,SNRPD2
DHX8,SNRPD1
DHX8,CWC25
PPIE,RBM22
PPIE,SF3A1
PPIE,SNRPD3
PPIE,SF3A2
PPIE,PRPF19
PPIE,SYF2
PPIE,SNRPA1
PPIE,H3-3B
PPIE,SNRNP40
PPIE,SNRPF
PPIE,SF3B4
PPIE,SNIP1
PPIE,SNRPD1
PPIE,SRRM2
PPIE,SF3B2
PPIE,SNRPD2
PPIE,XAB2
PPIE,CTNNBL1
PPIE,CDC40
PPIE,BCAS2
PPIE,MAGOH
PPIE,CDC5L
PPIE,SNW1
PPIE,BUD31
PPIE,SNRPB
PPIE,SNRPE
PPIE,KMT2A
PPIE,EIF4A3
PPIE,SNRPG
XAB2,RBM22
XAB2,SF3A1
XAB2,SNRPD3
XAB2,SF3A2
XAB2,PRPF19
XAB2,SYF2
XAB2,SNRPA
XAB2,SNRPA1
XAB2,YJU2
XAB2,SNRNP40
XAB2,SNRPF
XAB2,SF3B4
XAB2,SNIP1
XAB2,SNRPD1
XAB2,SRRM2
XAB2,SNRNP200
XAB2,SF3B2
XAB2,SF3B1
XAB2,PSME3IP1
XAB2,DHX15
XAB2,RBMX2
XAB2,SNRPD2
XAB2,SNRPB
XAB2,SNRPE
XAB2,CDC5L
XAB2,SNRPN
XAB2,BUD31
XAB2,BCAS2
XAB2,CTNNBL1
XAB2,TFIP11
XAB2,SNW1
XAB2,CDC40
XAB2,SF3A3
XAB2,CWC25
XAB2,MAGOH
XAB2,SNRPG
XAB2,SF3B5
XAB2,HMGN1
XAB2,EIF4A3
SNRPD3,RBM22
SNRPD3,SF3A1
SNRPD3,MFAP1
SNRPD3,USP39
SNRPD3,NHP2
SNRPD3,GEMIN4
SNRPD3,MAGOH
SNRPD3,PRPF3
SNRPD3,HNRNPC
SNRPD3,SNRPG
SNRPD3,LSM6
SNRPD3,SF3B5
SNRPD3,LSM7
SNRPD3,LSM5
SNRPD3,SNRNP35
SNRPD3,SF3A2
SNRPD3,EIF4A3
SNRPD3,SNRNP40
SNRPD3,ZMAT5
SNRPD3,NCBP2
SNRPD3,LUC7L2
SNRPD3,LSM4
SNRPD3,SNRPA1
SNRPD3,LSM8
SNRPD3,CDC40
SNRPD3,ERH
SNRPD3,CLNS1A
SNRPD3,MAGOHB
SNRPD3,SNU13
SNRPD3,DDX23
SNRPD3,TXNL4A
SNRPD3,SF3B1
SNRPD3,LSM2
SNRPD3,SF3A3
SNRPD3,TXNL4B
SNRPD3,RBMX2
SNRPD3,HTATSF1
SNRPD3,CWC25
SNRPD3,WDR77
SNRPD3,PRPF19
SNRPD3,SNRPD1
SNRPD3,SNRPD2
SNRPD3,SF3B4
SNRPD3,NCBP1
SNRPD3,SNRPN
SNRPD3,PRMT1
SNRPD3,RBM42
SNRPD3,SNRNP200
SNRPD3,SNRPA
SNRPD3,SNRPF
SNRPD3,LSM3
SNRPD3,SNIP1
SNRPD3,PRPF4
SNRPD3,PRPF31
SNRPD3,LUC7L
SNRPD3,WBP4
SNRPD3,BCAS2
SNRPD3,PPIH
SNRPD3,BUD31
SNRPD3,SNRNP27
SNRPD3,SYF2
SNRPD3,SNRPC
SNRPD3,SNRNP70
SNRPD3,STRAP
SNRPD3,CTNNBL1
SNRPD3,SRRM2
SNRPD3,DHX15
SNRPD3,SF3B2
SNRPD3,SNW1
SNRPD3,DDX46
SNRPD3,SNRPB
SNRPD3,SNRPE
SNRPD3,SMU1
SNRPD3,YJU2
SNRPD3,PRPF6
SNRPD3,GEMIN6
SNRPD3,CDC5L
SNRPD3,SART1
SNRPD3,IK
SNRPD3,SRSF1
SNRPD3,PRMT5
SNRPD3,GEMIN2
SNRPD3,ZRSR2
SNRPE,RBM22
SNRPE,SF3A1
SNRPE,SF3A2
SNRPE,PRPF19
SNRPE,WDR77
SNRPE,SYF2
SNRPE,SNRPA
SNRPE,SNRNP27
SNRPE,SNRPC
SNRPE,SYMPK
SNRPE,LSM8
SNRPE,LSM7
SNRPE,SNRPA1
SNRPE,SRSF1
SNRPE,TGS1
SNRPE,RBM42
SNRPE,YJU2
SNRPE,SNRNP40
SNRPE,PRPF6
SNRPE,SNRPF
SNRPE,MFAP1
SNRPE,TXNL4A
SNRPE,SF3B4
SNRPE,GEMIN6
SNRPE,LUC7L
SNRPE,SNIP1
SNRPE,LSM6
SNRPE,SNRPD1
SNRPE,SRRM2
SNRPE,LSM3
SNRPE,ZRSR2
SNRPE,PPIH
SNRPE,U2AF2
SNRPE,GEMIN2
SNRPE,SART1
SNRPE,DDX23
SNRPE,USP39
SNRPE,PRPF3
SNRPE,SNRNP200
SNRPE,SF3B2
SNRPE,PRMT5
SNRPE,MAGOHB
SNRPE,GEMIN4
SNRPE,PRPF31
SNRPE,NCBP2
SNRPE,SF3B1
SNRPE,DHX15
SNRPE,RBMX2
SNRPE,SNRPD2
SNRPE,ZMAT5
SNRPE,LUC7L2
SNRPE,CTNNBL1
SNRPE,SF3B5
SNRPE,CDC40
SNRPE,BCAS2
SNRPE,MAGOH
SNRPE,CDC5L
SNRPE,RBM41
SNRPE,SF3A3
SNRPE,PRPF4
SNRPE,NCBP1
SNRPE,LSM2
SNRPE,WBP4
SNRPE,SMU1
SNRPE,SNU13
SNRPE,BUD31
SNRPE,STRAP
SNRPE,SNRPG
SNRPE,IK
SNRPE,ERH
SNRPE,CLNS1A
SNRPE,HTATSF1
SNRPE,CWC25
SNRPE,HNRNPC
SNRPE,LSM5
SNRPE,SNRNP35
SNRPE,EIF4A3
SNRPE,LSM4
SNRPE,SNRPB
SNRPE,PRKRIP1
SNRPE,SNRPN
SNRPE,PRMT1
SNRPE,SNRNP70
SNRPE,SNW1
SNRPE,DDX46
SNRPB,RBM22
SNRPB,SF3A1
SNRPB,SF3A2
SNRPB,PRPF19
SNRPB,WDR77
SNRPB,SYF2
SNRPB,COIL
SNRPB,SNRPA
SNRPB,SNRNP27
SNRPB,SNRPC
SNRPB,LSM8
SNRPB,LSM7
SNRPB,SNRPA1
SNRPB,SRSF1
SNRPB,RBM42
SNRPB,SNRNP40
SNRPB,PRPF6
SNRPB,SNRPF
SNRPB,MFAP1
SNRPB,TXNL4A
SNRPB,SF3B4
SNRPB,GEMIN6
SNRPB,SNIP1
SNRPB,LSM6
SNRPB,TCERG1
SNRPB,SNRPD1
SNRPB,SRRM2
SNRPB,LSM3
SNRPB,ZRSR2
SNRPB,CD2BP2
SNRPB,PPIH
SNRPB,GEMIN2
SNRPB,SART1
SNRPB,DDX23
SNRPB,USP39
SNRPB,PRPF3
SNRPB,SNRNP200
SNRPB,SF3B2
SNRPB,PRMT5
SNRPB,MAGOHB
SNRPB,GEMIN4
SNRPB,PRPF31
SNRPB,SRRM1
SNRPB,NCBP2
SNRPB,SF3B1
SNRPB,DHX15
SNRPB,RBMX2
SNRPB,SNRPD2
SNRPB,CTNNBL1
SNRPB,SF3B5
SNRPB,CDC40
SNRPB,BCAS2
SNRPB,MAGOH
SNRPB,CDC5L
SNRPB,SF3A3
SNRPB,PRPF4
SNRPB,NCBP1
SNRPB,LSM2
SNRPB,WBP4
SNRPB,SMU1
SNRPB,SNU13
SNRPB,BUD31
SNRPB,STRAP
SNRPB,SNRPG
SNRPB,IK
SNRPB,PRMT1
SNRPB,LSM5
SNRPB,ERH
SNRPB,CLNS1A
SNRPB,HTATSF1
SNRPB,HNRNPU
SNRPB,SNUPN
SNRPB,EIF4A3
SNRPB,LSM4
SNRPB,SNRPN
SNRPB,SNRNP70
SNRPB,DDX46
SNRPB,SNW1
YJU2,RBM22
YJU2,PRPF19
YJU2,SYF2
YJU2,SNRPA1
YJU2,SNRNP200
YJU2,SNRPF
YJU2,RBM8A
YJU2,BCAS2
YJU2,BUD31
YJU2,EIF4A3
YJU2,TFIP11
YJU2,PRPF18
YJU2,SRRM2
YJU2,DHX15
YJU2,SNW1
YJU2,CDC40
YJU2,CASC3
YJU2,MAGOHB
YJU2,CDC5L
YJU2,CWC25
YJU2,SNRPD2
YJU2,SNRPD1
PRKRIP1,SYF2
PRKRIP1,SNRPA1
PRKRIP1,FAM32A
PRKRIP1,SNRPF
PRKRIP1,CDC40
PRKRIP1,SNRPG
PRKRIP1,CACTIN
RBM22,CTNNBL1
RBM22,TFIP11
RBM22,SRRM2
RBM22,SF3B2
RBM22,DHX15
RBM22,SNW1
RBM22,SNRPN
RBM22,SNIP1
RBM22,SNRNP200
RBM22,SNRPA
RBM22,SNRPF
RBM22,BCAS2
RBM22,SYF2
RBM22,BUD31
RBM22,SART1
RBM22,TCERG1
RBM22,CDC5L
RBM22,EIF4A3
RBM22,SF3A2
RBM22,SNRNP40
RBM22,SF3A1
RBM22,SNRPA1
RBM22,MAGOH
RBM22,RBM8A
RBM22,SF3B5
RBM22,SNRPG
RBM22,RBMX2
RBM22,CWC25
RBM22,SF3B4
RBM22,SNRPD2
RBM22,SNRPD1
RBM22,PRPF19
RBM22,CASC3
RBM22,CDC40
RBM22,MAGOHB
RBM22,SF3A3
RBM22,SF3B1
CDC5L,SF3A1
CDC5L,DNAJC17
CDC5L,SF3A2
CDC5L,PRPF19
CDC5L,SYF2
CDC5L,ZC3H13
CDC5L,SNRPA
CDC5L,THOC2
CDC5L,RBM39
CDC5L,SNRPA1
CDC5L,SRSF1
CDC5L,PPIG
CDC5L,WBP11
CDC5L,SNRNP40
CDC5L,SNRPF
CDC5L,MFAP1
CDC5L,SF3B4
CDC5L,SNIP1
CDC5L,TCERG1
CDC5L,SNRPD1
CDC5L,CDT1
CDC5L,SRRM2
CDC5L,U2AF2
CDC5L,SART1
CDC5L,SNRNP200
CDC5L,SF3B2
CDC5L,SRRM1
CDC5L,CWF19L1
CDC5L,NCBP2
CDC5L,SF3B1
CDC5L,PSME3IP1
CDC5L,DHX15
CDC5L,RBMX2
CDC5L,SNRPD2
CDC5L,PRPF39
CDC5L,CTNNBL1
CDC5L,SF3B5
CDC5L,CDC40
CDC5L,BCAS2
CDC5L,MAGOH
CDC5L,BUD31
CDC5L,SNRPN
CDC5L,SNW1
CDC5L,SF3A3
CDC5L,CCDC130
CDC5L,NCBP1
CDC5L,CWC25
CDC5L,SF1
CDC5L,SNRPG
CDC5L,CACTIN
CDC5L,EIF4A3
CDC5L,PRPF18
SRRM1,SF3A1
SRRM1,PNN
SRRM1,SF3A2
SRRM1,SRSF6
SRRM1,RBM39
SRRM1,SRSF1
SRRM1,WBP11
SRRM1,RBM25
SRRM1,MFAP1
SRRM1,UPF3B
SRRM1,TCERG1
SRRM1,SRRM2
SRRM1,U2AF2
SRRM1,SF3B2
SRRM1,MAGOHB
SRRM1,UPF2
SRRM1,UBL5
SRRM1,NXF1
SRRM1,DEK
SRRM1,RNPS1
SRRM1,UPF1
SRRM1,SRSF3
SRRM1,SNRPD2
SRRM1,NCBP1
SRRM1,CDC40
SRRM1,SRSF11
SRRM1,SF3B1
SRRM1,SF3A3
SRRM1,EIF4A3
SRRM1,NCBP2
SRRM1,SRSF4
SRRM1,UPF3A
SRRM1,PRPF40A
SRRM1,MAGOH
SRRM1,SF3B5
SRRM2,SF3A1
SRRM2,SF3A2
SRRM2,DDX5
SRRM2,PRPF19
SRRM2,SYF2
SRRM2,LSM8
SRRM2,LSM7
SRRM2,RBM39
SRRM2,SNRPA1
SRRM2,RBM25
SRRM2,ACIN1
SRRM2,SNRNP40
SRRM2,PRPF6
SRRM2,SNRPF
SRRM2,MFAP1
SRRM2,TXNL4A
SRRM2,SF3B4
SRRM2,SNIP1
SRRM2,LSM6
SRRM2,SNRPD1
SRRM2,CWC25
SRRM2,SNRPD2
SRRM2,SF1
SRRM2,RBMX2
SRRM2,SNU13
SRRM2,MAGOHB
SRRM2,SF3B1
SRRM2,SF3A3
SRRM2,LSM2
SRRM2,CDC40
SRRM2,LSM4
SRRM2,SRSF4
SRRM2,LSM5
SRRM2,EIF4A3
SRRM2,PRPF3
SRRM2,RBM8A
SRRM2,SF3B5
SRRM2,SNRPG
SRRM2,DHX9
SRRM2,MAGOH
SRRM2,PRPF40A
SRRM2,SART1
SRRM2,SRRT
SRRM2,IK
SRRM2,PRPF4B
SRRM2,SMU1
SRRM2,SF3B2
SRRM2,SNW1
SRRM2,BCAS2
SRRM2,BUD31
SRRM2,LSM3
SRRM2,SNRNP200
SRRM2,PRPF4
SRRM2,PRPF31
DHX15,SF3A1
DHX15,SF3A2
DHX15,FBL
DHX15,PRPF19
DHX15,BYSL
DHX15,MTREX
DHX15,CEBPZ
DHX15,SYF2
DHX15,SUGP1
DHX15,SNRPA1
DHX15,UTP3
DHX15,NIP7
DHX15,NAT10
DHX15,DDX18
DHX15,SNRPF
DHX15,SF3B4
DHX15,ABT1
DHX15,NOL6
DHX15,SNRPD1
DHX15,TSR1
DHX15,NTSR2
DHX15,WDR3
DHX15,SART1
DHX15,SNRNP200
DHX15,GCFC2
DHX15,SF3B2
DHX15,SF3B1
DHX15,RRP12
DHX15,RBM5
DHX15,NOP56
DHX15,EBNA1BP2
DHX15,RSL1D1
DHX15,TFIP11
DHX15,DDX46
DHX15,SNW1
DHX15,SNRPN
DHX15,GPATCH2
DHX15,BUD31
DHX15,BMS1
DHX15,SNRPD2
DHX15,CDC40
DHX15,DDX42
DHX15,NKRF
DHX15,SF3A3
DHX15,EIF4A3
DHX15,U2SURP
DHX15,SNRPG
DHX15,CHERP
DHX15,SF3B5
SNW1,SF3A1
SNW1,SF3A2
SNW1,PRPF19
SNW1,SYF2
SNW1,SNRPA1
SNW1,SNRNP40
SNW1,SNRPF
SNW1,MFAP1
SNW1,SF3B4
SNW1,SNIP1
SNW1,TCERG1
SNW1,SNRPD1
SNW1,LSM3
SNW1,SNRNP200
SNW1,SF3B2
SNW1,SF3B1
SNW1,RBMX2
SNW1,CIR1
SNW1,SNRPD2
SNW1,RBPJ
SNW1,CTNNBL1
SNW1,SF3B5
SNW1,CDC40
SNW1,BCAS2
SNW1,MAGOH
SNW1,SF3A3
SNW1,NCBP1
SNW1,TFIP11
SNW1,BUD31
SNW1,SNRPG
SNW1,LSM4
SNW1,EIF4A3
SNW1,CWC25
SNW1,SNRPN
SNRNP200,SF3A1
SNRNP200,SF3A2
SNRNP200,PRPF19
SNRNP200,SYF2
SNRNP200,SNRPA
SNRNP200,SNRNP27
SNRNP200,SNRPC
SNRNP200,LSM8
SNRNP200,LSM7
SNRNP200,SNRPA1
SNRNP200,SRSF1
SNRNP200,PPIG
SNRNP200,RBM42
SNRNP200,SNRNP40
SNRNP200,CASC3
SNRNP200,PRPF6
SNRNP200,SNRPF
SNRNP200,MFAP1
SNRNP200,TXNL4B
SNRNP200,TXNL4A
SNRNP200,SF3B4
SNRNP200,SNIP1
SNRNP200,LSM6
SNRNP200,TCERG1
SNRNP200,SNRPD1
SNRNP200,LSM3
SNRNP200,CD2BP2
SNRNP200,PPIH
SNRNP200,SART1
SNRNP200,DDX23
SNRNP200,USP39
SNRNP200,PRPF3
SNRNP200,SF3B5
SNRNP200,SNRPG
SNRNP200,RBM8A
SNRNP200,MAGOH
SNRNP200,AAR2
SNRNP200,LSM4
SNRNP200,NCBP2
SNRNP200,EIF4A3
SNRNP200,LSM5
SNRNP200,PRPF18
SNRNP200,SF3A3
SNRNP200,LSM2
SNRNP200,SF3B1
SNRNP200,MAGOHB
SNRNP200,SNU13
SNRNP200,C9orf78
SNRNP200,CDC40
SNRNP200,NCBP1
SNRNP200,SNRPD2
SNRNP200,CWC25
SNRNP200,RBMX2
SNRNP200,BUD31
SNRNP200,BCAS2
SNRNP200,WBP4
SNRNP200,PRPF4
SNRNP200,PRPF31
SNRNP200,SNRPN
SNRNP200,SF3B2
SNRNP200,SNRNP70
SNRNP200,SMU1
SNRNP200,PRPF4B
SNRNP200,IK
SNRNP200,TSSC4
SNRPF,SF3A1
SNRPF,SF3A2
SNRPF,FRG1
SNRPF,PRPF19
SNRPF,WDR77
SNRPF,SYF2
SNRPF,SNRPA
SNRPF,SNRNP27
SNRPF,SNRPC
SNRPF,SYMPK
SNRPF,LSM8
SNRPF,LSM7
SNRPF,SNRPA1
SNRPF,SRSF1
SNRPF,TGS1
SNRPF,RBM25
SNRPF,RBM42
SNRPF,SNRNP40
SNRPF,PRPF6
SNRPF,GEMIN6
SNRPF,SMU1
SNRPF,GEMIN2
SNRPF,ZRSR2
SNRPF,PRMT5
SNRPF,PRPF4B
SNRPF,SART1
SNRPF,IK
SNRPF,BUD31
SNRPF,LUC7L
SNRPF,PPIH
SNRPF,BCAS2
SNRPF,WBP4
SNRPF,LSM3
SNRPF,PRPF31
SNRPF,PRPF4
SNRPF,SNIP1
SNRPF,PRMT1
SNRPF,SNRPN
SNRPF,DDX46
SNRPF,SF3B2
SNRPF,STRAP
SNRPF,SNRNP70
SNRPF,CTNNBL1
SNRPF,TFIP11
SNRPF,SF3B1
SNRPF,TXNL4A
SNRPF,SF3A3
SNRPF,LSM2
SNRPF,DDX23
SNRPF,SNU13
SNRPF,MAGOHB
SNRPF,CLNS1A
SNRPF,ERH
SNRPF,CDC40
SNRPF,SNRPD2
SNRPF,SNRPD1
SNRPF,NCBP1
SNRPF,SF3B4
SNRPF,CWC25
SNRPF,RBMX2
SNRPF,HTATSF1
SNRPF,SF3B5
SNRPF,LSM6
SNRPF,SNRPG
SNRPF,PRPF3
SNRPF,RBM8A
SNRPF,MAGOH
SNRPF,GEMIN4
SNRPF,MFAP1
SNRPF,USP39
SNRPF,CD2BP2
SNRPF,NCBP2
SNRPF,U2AF2
SNRPF,LSM4
SNRPF,LUC7L2
SNRPF,ZMAT5
SNRPF,PRPF39
SNRPF,SNRNP35
SNRPF,LSM5
SNRPF,EIF4A3
BCAS2,SF3A2
BCAS2,PRPF19
BCAS2,SYF2
BCAS2,SNRPA1
BCAS2,SNRNP40
BCAS2,SF3B4
BCAS2,TCERG1
BCAS2,SNRPD1
BCAS2,SNRPD2
BCAS2,CTNNBL1
BCAS2,CDC40
BCAS2,EIF4A3
BCAS2,MAGOH
BCAS2,SNRPG
BCAS2,BUD31
SYF2,PRPF19
SYF2,SNRPD1
SYF2,SNRPD2
SYF2,CWC25
SYF2,GCFC2
SYF2,RBMX2
SYF2,CDC40
SYF2,SNRPA1
SYF2,CACTIN
SYF2,SNRNP40
SYF2,SNRPG
SYF2,FAM32A
SYF2,PPIG
SYF2,PPWD1
SYF2,TFIP11
SYF2,BUD31
SYF2,SNRPN
BUD31,SF3A1
BUD31,SF3A2
BUD31,PRPF19
BUD31,SNRPA1
BUD31,SNRNP40
BUD31,WDR70
BUD31,SF3B4
BUD31,SNIP1
BUD31,TCERG1
BUD31,SNRPD1
BUD31,LSM3
BUD31,SF3B2
BUD31,SF3B1
BUD31,RBMX2
BUD31,SNRPD2
BUD31,UBL5
BUD31,CTNNBL1
BUD31,SF3B5
BUD31,CDC40
BUD31,SF3A3
BUD31,PRPF18
BUD31,TFIP11
BUD31,SNRPG
BUD31,CWC25
BUD31,SNRPN
NCBP1,SF3A1
NCBP1,PAPOLA
NCBP1,AGO2
NCBP1,SF3A2
NCBP1,MTREX
NCBP1,SNRPC
NCBP1,THOC2
NCBP1,SNRPA1
NCBP1,SRSF1
NCBP1,RBM25
NCBP1,UPF3B
NCBP1,SNIP1
NCBP1,SNRPD1
NCBP1,SART1
NCBP1,PABPC1
NCBP1,SF3B2
NCBP1,NCBP2
NCBP1,SF3B1
NCBP1,NELFB
NCBP1,SNRPD2
NCBP1,UPF2
NCBP1,HNRNPH1
NCBP1,CDC40
NCBP1,SF3A3
NCBP1,SLBP
NCBP1,LSM4
NCBP1,KPNA2
NCBP1,EIF4G1
NCBP1,UPF3A
NCBP1,EIF4A3
NCBP1,SNRPG
NCBP1,XPO1
NCBP1,RNMT
NCBP1,NCBP3
NCBP1,NELFCD
NCBP1,SNRNP70
NCBP1,NXF1
NCBP1,CTIF
NCBP1,EIF4E
NCBP1,SNRPN
NCBP1,UPF1
NCBP1,RAN
NCBP1,THOC5
NCBP1,SRRT
NCBP1,NELFE
NCBP1,POLDIP3
PRPF19,SF3A1
PRPF19,USB1
PRPF19,SF3A2
PRPF19,TCERG1
PRPF19,SART1
PRPF19,SNIP1
PRPF19,SNRPA
PRPF19,SNRPN
PRPF19,SF3B2
PRPF19,TFIP11
PRPF19,CTNNBL1
PRPF19,SF3A3
PRPF19,U2AF1
PRPF19,SF3B1
PRPF19,MAGOHB
PRPF19,CCDC130
PRPF19,CDC40
PRPF19,CASC3
PRPF19,SF3B4
PRPF19,SNRPD1
PRPF19,SNRPD2
PRPF19,CWC25
PRPF19,RBMX2
PRPF19,SETMAR
PRPF19,SF3B5
PRPF19,SNRPG
PRPF19,RBM8A
PRPF19,MAGOH
PRPF19,DHX35
PRPF19,RBMX
PRPF19,SNRPA1
PRPF19,U2AF2
PRPF19,SNRNP40
PRPF19,EIF4A3
SNRPD1,SF3A1
SNRPD1,SF3A2
SNRPD1,WDR77
SNRPD1,SNRPA
SNRPD1,SNRNP27
SNRPD1,SNRPC
SNRPD1,LSM8
SNRPD1,LSM7
SNRPD1,SNRPA1
SNRPD1,SRSF1
SNRPD1,RBM25
SNRPD1,RBM42
SNRPD1,SNRNP40
SNRPD1,PRPF6
SNRPD1,MFAP1
SNRPD1,TXNL4A
SNRPD1,SF3B4
SNRPD1,GEMIN6
SNRPD1,LUC7L
SNRPD1,SNIP1
SNRPD1,LSM6
SNRPD1,TCERG1
SNRPD1,SMU1
SNRPD1,GEMIN2
SNRPD1,ZRSR2
SNRPD1,PRMT5
SNRPD1,SART1
SNRPD1,IK
SNRPD1,WBP4
SNRPD1,PPIH
SNRPD1,LSM3
SNRPD1,PRPF31
SNRPD1,PRPF4
SNRPD1,SNRPN
SNRPD1,PRMT1
SNRPD1,DDX46
SNRPD1,SF3B2
SNRPD1,SNRNP70
SNRPD1,STRAP
SNRPD1,SF3B1
SNRPD1,SF3A3
SNRPD1,LSM2
SNRPD1,MAGOHB
SNRPD1,DDX23
SNRPD1,SNU13
SNRPD1,ERH
SNRPD1,CLNS1A
SNRPD1,CDC40
SNRPD1,SNRPD2
SNRPD1,CWC25
SNRPD1,RBMX2
SNRPD1,HTATSF1
SNRPD1,SF3B5
SNRPD1,SNRPG
SNRPD1,PRPF3
SNRPD1,MAGOH
SNRPD1,GEMIN4
SNRPD1,USP39
SNRPD1,CD2BP2
SNRPD1,NCBP2
SNRPD1,LUC7L2
SNRPD1,LSM4
SNRPD1,ZMAT5
SNRPD1,LSM5
SNRPD1,SNRNP35
SNRPD1,PRPF39
SNRPD2,SF3A1
SNRPD2,SF3A2
SNRPD2,WDR77
SNRPD2,SNRPA
SNRPD2,SNRNP27
SNRPD2,SNRPC
SNRPD2,LSM8
SNRPD2,LSM7
SNRPD2,SNRPA1
SNRPD2,SRSF1
SNRPD2,TGS1
SNRPD2,RBM25
SNRPD2,RBM42
SNRPD2,SNRNP40
SNRPD2,PRPF6
SNRPD2,MFAP1
SNRPD2,TXNL4A
SNRPD2,SF3B4
SNRPD2,GEMIN6
SNRPD2,LUC7L
SNRPD2,SNIP1
SNRPD2,LSM6
SNRPD2,TCERG1
SNRPD2,LSM3
SNRPD2,ZRSR2
SNRPD2,CD2BP2
SNRPD2,PPIH
SNRPD2,U2AF2
SNRPD2,GEMIN2
SNRPD2,SART1
SNRPD2,LSM1
SNRPD2,DDX23
SNRPD2,USP39
SNRPD2,PRPF3
SNRPD2,SF3B2
SNRPD2,PRMT5
SNRPD2,MAGOHB
SNRPD2,GEMIN4
SNRPD2,PRPF31
SNRPD2,NCBP2
SNRPD2,SF3B1
SNRPD2,RBMX2
SNRPD2,PRPF4
SNRPD2,SNRPN
SNRPD2,PRMT1
SNRPD2,WBP4
SNRPD2,UBL5
SNRPD2,CTNNBL1
SNRPD2,SNRNP70
SNRPD2,STRAP
SNRPD2,DDX46
SNRPD2,TRA2B
SNRPD2,SMU1
SNRPD2,IK
SNRPD2,MAGOH
SNRPD2,SNRPG
SNRPD2,SF3B5
SNRPD2,RBM8A
SNRPD2,ZMAT5
SNRPD2,EIF4A3
SNRPD2,LSM5
SNRPD2,SNRNP35
SNRPD2,LUC7L2
SNRPD2,LSM4
SNRPD2,CLNS1A
SNRPD2,ERH
SNRPD2,CDC40
SNRPD2,LSM2
SNRPD2,SF3A3
SNRPD2,SNU13
SNRPD2,HTATSF1
SNRPD2,SCNM1
SNRPD2,C19orf54
SNRPD2,CWC25
CDC40,SF3A1
CDC40,SF3A2
CDC40,SNRPA1
CDC40,PPIG
CDC40,PPWD1
CDC40,FAM32A
CDC40,SNRNP40
CDC40,MFAP1
CDC40,SF3B4
CDC40,SNIP1
CDC40,SF3B2
CDC40,MAGOHB
CDC40,NCBP2
CDC40,SF3B1
CDC40,RBMX2
CDC40,UBL5
CDC40,SF3B5
CDC40,SNRPN
CDC40,TFIP11
CDC40,MAGOH
CDC40,SNRPG
CDC40,RBM8A
CDC40,PRPF18
CDC40,EIF4A3
CDC40,CACTIN
CDC40,CCDC130
CDC40,SF3A3
CDC40,HTATSF1
CDC40,CWC25
CASC3,CCDC9
CASC3,UPF3A
CASC3,RNPS1
CASC3,EIF4A3
CASC3,RBM8A
CASC3,UPF3B
CASC3,UPF1
CASC3,MAGOH
CASC3,CWC25
CASC3,MAGOHB
CASC3,UPF2
MAGOHB,SF3A1
MAGOHB,SF3A2
MAGOHB,LSM8
MAGOHB,LSM7
MAGOHB,SNRPA1
MAGOHB,PRPF6
MAGOHB,MFAP1
MAGOHB,TXNL4A
MAGOHB,SF3B4
MAGOHB,UPF3B
MAGOHB,EIF4A1
MAGOHB,SNIP1
MAGOHB,LSM6
MAGOHB,LSM3
MAGOHB,SART1
MAGOHB,PRPF3
MAGOHB,SF3B2
MAGOHB,SNU13
MAGOHB,LSM2
MAGOHB,SF3A3
MAGOHB,SF3B1
MAGOHB,SAP18
MAGOHB,CWC25
MAGOHB,RBMX2
MAGOHB,RBM8A
MAGOHB,SNRPG
MAGOHB,SF3B5
MAGOHB,MAGOH
MAGOHB,LSM4
MAGOHB,UPF3A
MAGOHB,EIF4A3
MAGOHB,LSM5
MAGOHB,SMU1
MAGOHB,UPF2
MAGOHB,IK
MAGOHB,WBP4
MAGOHB,UPF1
MAGOHB,PRPF31
MAGOHB,PRPF4
MAGOHB,RNPS1
EIF4A3,PNN
EIF4A3,CCDC9
